Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
Buenos Aires,San Isidro,San Isidro,6756010,1.069,21.187,3,327,16,1,0,1,22.604
Buenos Aires,San Isidro,Villa Adelina,6756010,949,10.837,0,871,7,0,0,0,12.664
Buenos Aires,San Miguel,Bella Vista,6760010,94,3.476,39,7.923,49,2,0,1.201,12.784
Buenos Aires,San Miguel,Campo De Mayo,6760010,0,0,0,0,0,1,0,0,1
Buenos Aires,San Miguel,Muñiz,6760010,246,3.198,5,1.865,0,0,0,0,5.314
Buenos Aires,San Miguel,San Miguel,6760010,462,80.087,62,26.727,108,2,0,121,107.569
Buenos Aires,San Nicolás,Conesa,6763010,670,0,0,0,0,1,0,0,671
Buenos Aires,San Nicolás,Erézcano,6763020,0,0,0,0,0,0,0,108,108
Buenos Aires,San Nicolás,General Rojo,6763030,0,0,0,608,0,1,0,0,609
Buenos Aires,San Nicolás,San Nicolás De Los Arroyos,6763050,8.812,17.602,2,6.770,0,2,0,52,33.240
Buenos Aires,San Pedro,Río Tala,6770040,0,0,0,2,237,0,0,0,239
Buenos Aires,San Pedro,San Pedro,6770050,2.544,4.698,0,7.012,78,3,0,78,14.413
Buenos Aires,San Pedro,Santa Lucía,6770060,0,0,0,3,0,2,0,0,5
Buenos Aires,San Vicente,Alejandro Korn,6778020,110,3.534,4,6.150,9,0,0,332,10.139
Buenos Aires,San Vicente,Domselaar,6778020,0,430,0,0,0,0,0,52,482
Buenos Aires,San Vicente,San Vicente,6778020,1.127,3.961,4,484,5,0,0,217,5.798
Buenos Aires,Suipacha,General Rivas,6784010,96,0,0,0,0,0,0,114,210
Buenos Aires,Suipacha,Suipacha,6784020,273,0,2,2.807,0,0,0,283,3.365
Buenos Aires,Tandil,De La Canal,6791010,0,0,0,0,5,0,0,59,64
Buenos Aires,Tandil,Gardey,6791030,0,0,0,225,35,0,0,21,281
Buenos Aires,Tandil,María Ignacia  (Est. Vela),6791040,268,0,0,0,0,0,0,25,293
Buenos Aires,Tandil,Otros,Sin Datos,0,0,0,0,45,0,0,0,45
Buenos Aires,Tandil,Tandil,6791050,2.633,38.698,203,2.887,277,3,0,737,45.438
Buenos Aires,Tandil,Desvío Aguirre,6791050,0,0,0,10,0,0,0,1,11
Buenos Aires,Tapalqué,Tapalqué,6798020,0,0,0,1,0,1,0,0,2
Buenos Aires,Tigre,Benavídez,6805010,945,9.561,0,8.459,0,5,0,1.590,20.560
Buenos Aires,Tigre,Dique Luján,6805010,44,2.208,0,30,0,0,0,85,2.367
Buenos Aires,Tigre,Don Torcuato Este,6805010,1.485,13.763,3,9.334,6,0,0,23,24.614
Buenos Aires,Tigre,El Talar,6805010,560,8.082,0,5.972,2,1,0,80,14.697
Buenos Aires,Tigre,General Pacheco,6805010,2.148,12.087,1,3.279,7,2,0,2,17.526
Buenos Aires,Tigre,Los Troncos Del Talar,6805010,624,7.004,0,2.612,0,1,0,0,10.241
Buenos Aires,Tigre,Otros,Sin Datos,0,0,0,2,0,0,0,0,2
Buenos Aires,Tigre,Ricardo Rojas,6805010,1.085,3.944,0,1.673,6,0,0,0,6.708
Buenos Aires,Tigre,Rincón De Milberg,6805010,1.947,8.899,0,1.632,0,0,0,45,12.523
Buenos Aires,Tigre,Tigre,6805010,880,12.518,0,4.467,6,5,0,175,18.051
Buenos Aires,Tigre,Don Torcuato Oeste,6805010,0,0,0,0,0,0,0,186,186
Buenos Aires,Tigre,Nordelta,6805010,0,6.039,0,2.290,0,0,0,0,8.329
Buenos Aires,Tordillo,General Conesa,6812010,40,227,0,0,0,0,0,63,330
Buenos Aires,Tordillo,Villa Roch,6812010,0,0,0,0,0,0,0,11,11
Buenos Aires,Tornquist,Saldungaray,6819020,0,0,0,466,0,0,0,0,466
Buenos Aires,Tornquist,Sierra De La Ventana,6819030,0,486,0,621,0,0,0,0,1.107
Buenos Aires,Tornquist,Tornquist,6819040,131,966,0,1.461,0,1,0,0,2.559
Buenos Aires,Tornquist,Villa Serrana La Gruta,6819060,0,119,0,0,0,0,0,0,119
Buenos Aires,Tornquist,Villa Ventana,6819070,475,0,0,0,0,0,0,0,475
Buenos Aires,Trenque Lauquen,30 De Agosto,6826040,0,184,0,1.396,2.376,0,0,0,3.956
Buenos Aires,Trenque Lauquen,Otros,Sin Datos,0,0,0,0,0,4,0,0,4
Buenos Aires,Trenque Lauquen,Trenque Lauquen,6826050,2.527,12,68,12.253,68,1,0,1.241,16.170
Buenos Aires,Trenque Lauquen,Girodias,6826020,47,0,0,0,0,0,0,2,49
Buenos Aires,Trenque Lauquen,La Carreta,6826030,0,0,0,0,0,0,0,2,2
Buenos Aires,Trenque Lauquen,Trongé,6826060,0,0,0,0,0,0,0,2,2
Buenos Aires,Trenque Lauquen,Berutti,6826010,0,0,0,282,0,0,0,0,282
Buenos Aires,Tres Arroyos,Claromecó,6833020,329,0,0,595,0,0,0,734,1.658
Buenos Aires,Tres Arroyos,Copetonas,6833030,0,0,0,1,0,0,0,89,90
Buenos Aires,Tres Arroyos,Lin Calel,6833040,0,0,0,0,0,0,0,11,11
Buenos Aires,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),6833050,0,0,0,1,0,0,0,155,156
Buenos Aires,Tres Arroyos,Orense,6833060,0,0,1,246,407,0,0,146,800
Buenos Aires,Tres Arroyos,Reta,6833070,0,0,0,0,0,0,0,224,224
Buenos Aires,Tres Arroyos,San Francisco De Bellocq,6833080,0,0,0,0,0,0,0,120,120
Buenos Aires,Tres Arroyos,San Mayol,6833090,0,0,0,0,9,0,0,11,20
Buenos Aires,Tres Arroyos,Tres Arroyos,6833100,1.352,14.525,61,1.513,61,1,0,903,18.416
Buenos Aires,Tres De Febrero,11 De Septiembre,6840010,34,1.181,0,5,1,1,0,0,1.222
Buenos Aires,Tres De Febrero,Caseros,6840010,3.191,22.642,2,8.778,25,0,0,2,34.640
Buenos Aires,Tres De Febrero,Churruca,6840010,14,834,0,1.543,0,0,0,0,2.391
Buenos Aires,Tres De Febrero,Ciudad Jardín Lomas Del Palomar,6840010,550,5.184,0,811,2,0,0,0,6.547
Buenos Aires,Tres De Febrero,Ciudadela,6840010,314,11.567,67,14.121,117,3,0,4,26.193
Buenos Aires,Tres De Febrero,El Libertador,6840010,189,2.533,0,0,0,0,0,0,2.722
Buenos Aires,Tres De Febrero,Jose Ingenieros,6840010,141,1.877,0,546,3,0,0,5,2.572
Buenos Aires,Tres De Febrero,Loma Hermosa,6840010,1.210,5.544,0,52,18,0,0,0,6.824
Buenos Aires,Tres De Febrero,Martín Coronado,6840010,218,4.982,1,2.601,6,0,0,0,7.808
Buenos Aires,Tres De Febrero,Pablo Podestá,6840010,1.568,3.358,0,7,12,0,0,438,5.383
Buenos Aires,Tres De Febrero,Remedios De Escalada,6840010,159,2.717,0,7.814,16,0,0,0,10.706
Buenos Aires,Tres De Febrero,Saenz Peña,6840010,312,4.995,0,954,0,1,0,1,6.263
Buenos Aires,Tres De Febrero,Santos Lugares,6840010,366,6.158,0,1.313,8,0,0,1,7.846
Buenos Aires,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),6840010,299,7.132,0,5.788,3,0,0,0,13.222
Buenos Aires,Tres De Febrero,Villa Raffo,6840010,141,2.022,0,654,3,0,0,0,2.820
Buenos Aires,Tres Lomas,Tres Lomas,6847020,93,724,1,136,319,0,0,94,1.367
Buenos Aires,Vicente López,Carapachay,6861010,966,5.363,1,2.051,2,0,0,0,8.383
Buenos Aires,Vicente López,Florida,6861010,1.400,14.599,2,6.370,6,0,0,2,22.379
Buenos Aires,Vicente López,Florida Oeste,6861010,334,5.468,0,3.171,5,1,0,245,9.224
Buenos Aires,Vicente López,La Lucila,6861010,336,4.208,1,1.257,1,0,0,0,5.803
Buenos Aires,Vicente López,Munro,6861010,687,9.186,8,5.621,10,1,0,1,15.514
Buenos Aires,Vicente López,Olivos,6861010,1.468,24.218,5,9.253,10,1,0,0,34.955
Buenos Aires,Vicente López,Vicente López,6861010,338,9.861,3,3.218,17,0,0,1,13.438
Buenos Aires,Vicente López,Villa Adelina,6861010,0,566,0,1.036,0,0,0,0,1.602
Buenos Aires,Vicente López,Villa Martelli,6861010,987,5.325,1,4.905,3,1,0,375,11.597
Buenos Aires,Villa Gesell,Villa Gesell,6868020,5.967,0,0,5.036,91,0,0,0,11.094
Buenos Aires,Villarino,Juan Cousté  (Est. Algarrobo),6875040,0,0,2,0,0,0,0,82,84
Buenos Aires,Villarino,Mayor Buratovich,6875050,129,0,0,483,0,0,0,0,612
Buenos Aires,Villarino,Médanos,6875060,417,375,2,0,0,0,0,103,897
Buenos Aires,Villarino,Pedro Luro,6875070,393,582,0,1.664,1,0,0,550,3.190
Buenos Aires,Villarino,Argerich,6875010,0,0,0,0,0,0,0,29,29
Buenos Aires,Villarino,Teniente Origone,6875080,0,0,0,0,0,0,0,16,16
Buenos Aires,Villarino,Country Los Medanos,6875025,0,0,0,0,0,0,0,267,267
Buenos Aires,Zárate,Lima,6882040,1,1.833,0,1,0,2,0,0,1.837
Buenos Aires,Zárate,Zárate,6882050,2.447,24.539,0,78,700,5,0,982,28.751
Buenos Aires,Amba,Otros,Sin Datos,0,0,0,35,0,0,0,13,48
Capital Federal,Ciudad Autónoma De Buenos Aires,Ciudad Autónoma De Buenos Aires,2000010,140.791,1.240.125,2.145,129.218,29.585,57,0,5.758,1.547.679
Catamarca,Ambato,El Bolsón,10007030,0,0,0,0,0,1,0,0,1
Catamarca,Ambato,El Rodeo,10007040,0,0,0,0,0,1,0,152,153
Catamarca,Ambato,La Puerta,10007060,0,0,0,0,0,5,0,0,5
Catamarca,Ambato,Las Chacritas,10007070,0,0,0,0,0,1,0,0,1
Catamarca,Ambato,Los Varela,10007110,0,0,0,0,0,1,0,0,1
Catamarca,Ambato,Los Talas,10007100,0,0,0,0,0,0,0,66,66
Catamarca,Ancasti,Ancasti,10014010,0,0,0,0,0,1,0,0,1
Catamarca,Andalgalá,Andalgalá,10021020,846,0,0,144,1,2,0,203,1.196
Catamarca,Andalgalá,Chaquiago,10021030,0,0,0,9,0,1,0,14,24
Catamarca,Andalgalá,El Potrero,10021070,0,0,0,13,0,0,0,0,13
Catamarca,Andalgalá,Aconquija,10021010,0,0,0,0,0,1,0,0,1
Catamarca,Andalgalá,El Alamito,10021050,0,0,0,0,0,0,0,20,20
Catamarca,Andalgalá,La Aguada,10021080,0,0,0,11,0,0,0,5,16
Catamarca,Andalgalá,La Mesada,10021010,0,0,0,1,0,0,0,0,1
Catamarca,Antofagasta De La Sierra,Antofagasta De La Sierra,10028010,0,0,0,0,0,6,0,0,6
Catamarca,Belén,Belén,10035020,0,0,0,0,0,4,0,0,4
Catamarca,Belén,Hualfín,10035070,0,0,0,0,0,1,0,0,1
Catamarca,Belén,Londres,10035110,0,0,0,0,0,1,0,0,1
Catamarca,Belén,El Durazno,10035050,0,0,0,0,0,1,0,0,1
Catamarca,Belén,Las Juntas,10035100,0,0,0,0,0,0,0,5,5
Catamarca,Belén,Puerta De San José,10035140,0,0,0,0,0,1,0,0,1
Catamarca,Capayán,Capayán,10042030,0,0,0,0,0,1,0,0,1
Catamarca,Capayán,Chumbicha,10042040,150,0,0,5,0,1,0,474,630
Catamarca,Capayán,Colonia Del Valle,10042050,0,0,0,0,0,1,0,0,1
Catamarca,Capayán,Colonia Nueva Coneta,10042060,0,0,0,10,0,1,0,9,20
Catamarca,Capayán,Coneta,10042080,0,0,0,10,0,1,0,0,11
Catamarca,Capayán,Huillapima,10042100,0,0,0,5,0,2,0,9,16
Catamarca,Capayán,Miraflores,10042120,0,0,0,7,0,2,0,10,19
Catamarca,Capayán,San Martín,10042130,0,0,0,0,0,7,0,0,7
Catamarca,Capayán,Los Angeles,10042110,0,0,0,0,0,0,0,5,5
Catamarca,Capital,El Pantanillo,10049020,11,13,0,2,0,2,0,0,28
Catamarca,Capital,San Fernando Del Valle De Catamarca,10049030,8.238,10.473,1,38.963,0,1,0,14,57.690
Catamarca,El Alto,El Alto,10056010,0,0,0,0,0,1,0,28,29
Catamarca,El Alto,Tapso,10056050,0,0,0,0,0,1,0,0,1
Catamarca,La Paz,Icaño,10070070,0,0,0,0,0,1,0,0,1
Catamarca,La Paz,Recreo,10070140,183,9,0,1.619,0,1,0,5,1.817
Catamarca,La Paz,San Antonio,10070150,0,0,0,0,0,0,0,26,26
Catamarca,La Paz,Quirós,10070120,0,0,0,0,0,0,0,27,27
Catamarca,Paclín,La Merced,10077050,72,0,0,0,0,4,0,5,81
Catamarca,Paclín,La Viña,10077060,0,0,0,0,0,0,0,10,10
Catamarca,Paclín,Las Lajas,10077070,0,0,0,0,0,1,0,0,1
Catamarca,Paclín,San Antonio,10077100,0,0,0,0,0,1,0,7,8
Catamarca,Pomán,Mutquin,10084060,0,0,0,0,0,1,0,0,1
Catamarca,Pomán,Pomán,10084070,0,0,0,0,0,2,0,0,2
Catamarca,Pomán,San Miguel,10084090,0,0,0,0,0,0,0,7,7
Catamarca,Pomán,Saujil,10084100,0,0,0,0,0,1,0,169,170
Catamarca,Pomán,Siján,10084110,0,0,0,0,0,1,0,0,1
Catamarca,Pomán,Colpes,10084030,0,0,0,0,0,0,0,16,16
Catamarca,Santa María,La Loma,10091100,0,0,0,0,0,1,0,0,1
Catamarca,Santa María,San José,10091140,0,0,0,0,0,1,0,0,1
Catamarca,Santa María,Santa María,10091150,0,0,0,0,2.151,1,0,0,2.152
Catamarca,Santa Rosa,Alijilán,10098010,0,0,0,0,0,2,0,0,2
Catamarca,Santa Rosa,Bañado De Ovanta,10098020,0,0,0,0,0,1,0,0,1
Catamarca,Santa Rosa,Lavalle,10098040,0,0,0,0,0,1,0,0,1
Catamarca,Santa Rosa,Los Altos,10098050,0,0,0,0,0,1,0,6,7
Catamarca,Tinogasta,Fiambalá,10105110,0,0,0,8,0,2,0,7,17
Catamarca,Tinogasta,Tinogasta,10105180,510,0,0,1.828,0,2,0,0,2.340
Catamarca,Valle Viejo,El Portezuelo,10112010,0,0,0,0,0,6,0,0,6
Catamarca,Valle Viejo,San Isidro,10112040,0,0,0,2.457,0,0,0,5,2.462
Catamarca,Valle Viejo,Santa Rosa,10112030,0,0,0,759,0,0,0,5,764
Catamarca,Valle Viejo,Villa Dolores,10112030,0,0,0,103,0,0,0,5,108
Catamarca,Valle Viejo,Sumalao,10112030,0,0,0,1,0,0,0,5,6
Catamarca,Valle Viejo,Polcos,10112030,0,0,0,213,0,0,0,0,213
Catamarca,Valle Viejo,Pozo Del Mistol,10112030,0,0,0,18,0,0,0,0,18
Catamarca,Valle Viejo,El Bañado,10112030,0,0,0,7,0,0,0,0,7
Catamarca,Fray Mamerto Esquiú,San Antonio,10063050,0,0,0,4,0,0,0,0,4
Catamarca,Fray Mamerto Esquiú,San José,10063040,0,0,0,1,0,0,0,0,1
Catamarca,Fray Mamerto Esquiú,Villa Las Pirquitas,10063050,0,0,0,0,0,1,0,0,1
Catamarca,Fray Mamerto Esquiú,La Carrera,10063050,0,0,0,0,0,1,0,0,1
Catamarca,Fray Mamerto Esquiú,El Hueco,10063050,0,0,0,26,0,0,0,0,26
Catamarca,Fray Mamerto Esquiú,La Falda De San Antonio,10063050,0,0,0,0,0,0,0,5,5
Catamarca,Fray Mamerto Esquiú,La Tercena,10063050,0,0,0,0,0,0,0,5,5
Chaco,12 De Octubre,Gancedo,22036010,0,0,0,26,0,2,0,76,104
Chaco,12 De Octubre,General Pinedo,22036030,195,0,0,472,0,2,0,0,669
Chaco,1º De Mayo,Colonia Benítez,22126020,153,0,0,11,0,1,0,2,167
Chaco,1º De Mayo,Margarita Belén,22126030,382,0,0,180,0,0,0,77,639
Chaco,2 De Abril,Hermoso Campo,22039010,0,28,0,175,0,1,0,0,204
Chaco,2 De Abril,Itín,22039020,0,0,0,30,478,0,0,0,508
Chaco,25 De Mayo,Colonia Aborigen,22168010,0,0,0,0,0,0,0,46,46
Chaco,25 De Mayo,Machagai,22168020,369,311,0,45,0,0,0,269,994
Chaco,9 De Julio,Las Breñas,22105010,1.293,0,0,74,0,1,0,0,1.368
Chaco,Almirante Brown,Concepción Del Bermejo,22007010,0,0,0,373,0,2,0,230,605
Chaco,Almirante Brown,Los Frentones,22007020,0,0,0,344,0,1,0,0,345
Chaco,Almirante Brown,Pampa Del Infierno,22007030,0,0,0,1.375,0,6,0,65,1.446
Chaco,Almirante Brown,Taco Pozo,22007050,0,0,0,332,0,3,0,0,335
Chaco,Bermejo,General Vedia,22014010,153,0,0,30,0,1,0,205,389
Chaco,Bermejo,Isla Del Cerrito,22014020,0,0,0,0,0,1,0,0,1
Chaco,Bermejo,La Leonesa,22014030,556,0,0,0,0,0,0,228,784
Chaco,Bermejo,Las Palmas,22014040,0,0,0,46,0,1,0,306,353
Chaco,Bermejo,Puerto Bermejo Nuevo,22014050,0,0,0,14,0,0,0,51,65
Chaco,Bermejo,Puerto Eva Perón,22014070,0,0,0,15,0,1,0,41,57
Chaco,Chacabuco,Charata,22028010,1.924,0,0,1.186,0,2,0,230,3.342
Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,22021010,3.559,112,0,5.972,24,2,0,116,9.785
Chaco,Fray Justo Santa María De Oro,Chorotis,22043010,0,0,0,0,25,0,0,0,25
Chaco,Fray Justo Santa María De Oro,Otros,Sin Datos,0,0,0,0,60,0,0,0,60
Chaco,Fray Justo Santa María De Oro,Santa Sylvina,22043020,0,32,0,0,950,1,0,0,983
Chaco,General Belgrano,Corzuela,22049010,161,0,0,48,0,1,0,28,238
Chaco,General Donovan,La Escondida,22056010,51,209,0,189,0,2,0,0,451
Chaco,General Donovan,La Verde,22056020,14,27,0,39,305,2,0,0,387
Chaco,General Donovan,Lapachito,22056030,1,27,0,61,0,0,0,0,89
Chaco,General Donovan,Makallé,22056040,38,370,0,0,0,1,0,0,409
Chaco,General Güemes,El Espinillo,22063010,0,0,0,0,0,1,0,0,1
Chaco,General Güemes,El Sauzal,22063020,0,0,0,0,0,1,0,62,63
Chaco,General Güemes,El Sauzalito,22063030,0,0,0,0,0,1,0,0,1
Chaco,General Güemes,Fortín Lavalle,22063040,0,0,0,0,0,0,0,36,36
Chaco,General Güemes,Fuerte Esperanza,22063050,0,0,0,8,0,1,0,0,9
Chaco,General Güemes,Juan José Castelli,22063060,599,0,0,294,0,0,0,690,1.583
Chaco,General Güemes,Miraflores,22063070,0,0,0,0,0,0,0,630,630
Chaco,General Güemes,Nueva Pompeya,22063080,0,0,0,1,0,3,0,308,312
Chaco,General Güemes,Villa Río Bermejito,22063100,4,0,0,194,0,2,0,222,422
Chaco,General Güemes,Wichi,22063110,0,0,0,0,0,1,0,91,92
Chaco,Independencia,Avia Terai,22070010,85,0,0,42,0,1,0,0,128
Chaco,Independencia,Campo Largo,22070020,125,0,0,482,3,0,0,0,610
Chaco,Libertad,Laguna Blanca,22077030,0,0,0,0,0,2,0,0,2
Chaco,Libertad,Puerto Tirol,22077040,541,1,0,114,0,0,0,163,819
Chaco,Libertador General San Martín,Ciervo Petiso,22084010,0,0,0,0,0,1,0,97,98
Chaco,Libertador General San Martín,General José De San Martín,22084020,511,1.130,0,5.083,0,0,0,450,7.174
Chaco,Libertador General San Martín,La Eduvigis,22084030,0,0,0,0,0,1,0,0,1
Chaco,Libertador General San Martín,Laguna Limpia,22084040,0,0,0,0,0,0,0,32,32
Chaco,Libertador General San Martín,Pampa Almirón,22084050,0,0,0,26,0,0,0,55,81
Chaco,Libertador General San Martín,Pampa Del Indio,22084060,0,0,0,25,0,2,0,757,784
Chaco,Libertador General San Martín,Presidencia Roca,22084070,0,0,0,13,0,2,0,196,211
Chaco,Maipú,Tres Isletas,22091010,461,0,0,0,0,0,0,77,538
Chaco,Mayor Luis J. Fontana,Coronel Du Graty,22098010,122,73,0,264,0,1,0,516,976
Chaco,Mayor Luis J. Fontana,Enrique Urién,22098020,0,0,0,37,0,1,0,0,38
Chaco,Mayor Luis J. Fontana,Villa Angela,22098030,2.756,1,0,852,0,0,0,406,4.015
Chaco,O Higgins,La Clotilde,22112010,0,32,0,78,116,1,0,0,227
Chaco,O Higgins,La Tigra,22112020,1,0,0,0,252,1,0,0,254
Chaco,O Higgins,San Bernardo,22112030,147,0,0,14,38,3,0,0,202
Chaco,Otros,Otros,Sin Datos,0,0,0,0,24,0,0,0,24
Chaco,Presidencia De La Plaza,Presidencia De La Plaza,22119010,216,327,0,58,0,0,0,0,601
Chaco,Quitilipi,Quitilipi,22133010,884,0,0,69,0,0,0,123,1.076
Chaco,Quitilipi,Villa El Palmar,22133020,0,0,0,0,0,0,0,43,43
Chaco,San Fernando,Barranqueras,22140010,115,3.865,0,146,0,0,0,15,4.141
Chaco,San Fernando,Basail,22140020,98,67,0,0,0,1,0,57,223
Chaco,San Fernando,Fontana,22140040,0,0,0,110,0,0,0,70,180
Chaco,San Fernando,Otros,Sin Datos,0,0,0,0,0,3,0,0,3
Chaco,San Fernando,Puerto Vilelas,22140050,0,0,0,9,0,1,0,0,10
Chaco,San Fernando,Resistencia,22140060,11.650,55.188,5,25.299,2,6,0,223,92.373
Chaco,San Lorenzo,Samuhú,22147010,0,0,0,0,0,1,0,0,1
Chaco,San Lorenzo,Villa Berthet,22147020,0,0,0,32,0,1,0,755,788
Chaco,Sargento Cabral,Capitán Solari,22154010,0,0,0,81,0,0,0,0,81
Chaco,Sargento Cabral,Colonia Elisa,22154020,0,0,0,0,0,2,0,0,2
Chaco,Sargento Cabral,Colonias Unidas,22154030,0,0,0,250,0,0,0,15,265
Chaco,Sargento Cabral,Las Garcitas,22154050,0,0,0,0,0,1,0,119,120
Chaco,Tapenagá,Charadai,22161010,0,0,0,27,0,1,0,0,28
Chubut,Biedma,Arroyo Verde,26007010,0,0,0,0,0,2,0,0,2
Chubut,Biedma,Puerto Madryn,26007020,3.648,24.433,200,3.781,5.283,9,0,2.762,40.116
Chubut,Biedma,Puerto Pirámide,26007030,0,0,0,0,0,1,0,37,38
Chubut,Biedma,Quinta El Mirador,26007040,0,0,0,0,0,0,0,22,22
Chubut,Biedma,Reserva Area Protegida El Doradillo,26007050,0,0,0,0,0,0,0,127,127
Chubut,Cushamen,Cholila,26014020,0,0,1,0,0,1,0,0,2
Chubut,Cushamen,El Hoyo,26014040,216,0,0,319,0,0,0,709,1.244
Chubut,Cushamen,Epuyén,26014060,1.184,0,0,0,0,0,0,0,1.184
Chubut,Cushamen,Gualjaina,26014070,0,0,0,0,0,2,0,0,2
Chubut,Cushamen,Lago Puelo,26014090,315,0,0,59,0,0,0,723,1.097
Chubut,Cushamen,Leleque,26014100,0,0,0,0,0,2,0,0,2
Chubut,Cushamen,El Maitén,26014050,0,0,0,0,0,0,0,1,1
Chubut,Escalante,Comodoro Rivadavia,26021030,19.602,12.473,248,1.739,336,37,0,16.749,51.184
Chubut,Escalante,Diadema Argentina,26021040,0,0,0,0,0,0,0,311,311
Chubut,Escalante,Rada Tilly,26021050,1.143,1,34,1.206,54,0,0,443,2.881
Chubut,Escalante,Acceso Norte,26021020,0,0,0,0,0,1,0,0,1
Chubut,Escalante,Barrio Caleta Cordova,26021020,0,0,0,0,0,1,0,0,1
Chubut,Florentino Ameghino,Camarones,26028010,0,0,0,0,0,1,0,208,209
Chubut,Florentino Ameghino,Garayalde,26028020,0,0,0,0,0,0,0,3,3
Chubut,Futaleufú,Corcovado,26035020,0,0,1,0,0,5,0,0,6
Chubut,Futaleufú,Esquel,26035030,7.142,1.522,40,0,0,2,0,4.527,13.233
Chubut,Futaleufú,Los Cipreses,26035050,0,0,0,0,0,1,0,0,1
Chubut,Futaleufú,Trevelín,26035060,472,0,19,0,18,1,0,562,1.072
Chubut,Futaleufú,Villa Futalaufquen,26035070,0,0,0,0,0,5,0,0,5
Chubut,Futaleufú,Aldea Escolar,26035010,0,0,0,0,0,1,0,0,1
Chubut,Futaleufú,Lago Rosario,26035040,0,0,0,0,0,2,0,0,2
Chubut,Gaiman,28 De Julio,26042040,0,0,0,12,1,1,0,0,14
Chubut,Gaiman,Dolavon,26042020,0,0,3,55,50,1,0,0,109
Chubut,Gaiman,Gaiman,26042030,223,0,15,90,658,2,0,0,988
Chubut,Gaiman,Otros,Sin Datos,0,0,0,0,0,14,0,0,14
Chubut,Gastre,Blancuntre,26049010,0,0,0,0,0,1,0,0,1
Chubut,Gastre,El Escorial,26049020,0,0,0,0,0,1,0,0,1
Chubut,Gastre,Lagunita Salada,26049040,0,0,0,0,0,1,0,7,8
Chubut,Gastre,Yala Laubat,26049050,0,0,0,0,0,1,0,0,1
Chubut,Gastre,Gastre,26049030,0,0,0,0,0,0,0,103,103
Chubut,Languiñeo,Aldea Epulef,26056010,0,0,0,0,0,1,0,5,6
Chubut,Languiñeo,Carrenleufú,26056020,0,0,0,0,0,1,0,0,1
Chubut,Languiñeo,Colan Conhue,26056030,0,0,0,0,0,1,0,4,5
Chubut,Languiñeo,Paso Del Sapo,26056040,0,0,0,0,0,2,0,30,32
Chubut,Languiñeo,Tecka,26056050,0,0,0,0,0,1,0,0,1
Chubut,Mártires,El Mirasol,26063010,0,0,0,0,0,1,0,0,1
Chubut,Mártires,Las Plumas,26063020,0,0,0,0,0,1,0,0,1
Chubut,Paso De Indios,Cerro Cóndor,26070010,0,1,0,0,0,1,0,0,2
Chubut,Paso De Indios,Los Altares,26070020,0,0,0,0,0,1,0,1,2
Chubut,Paso De Indios,Paso De Indios,26070030,0,0,0,0,0,1,0,0,1
Chubut,Rawson,Playa Unión,26077020,675,209,12,101,1,0,0,421,1.419
Chubut,Rawson,Rawson,26077030,1.747,8.805,41,774,300,1,0,343,12.011
Chubut,Rawson,Trelew,26077040,6.877,23.051,287,722,1.094,3,0,1.130,33.164
Chubut,Rawson,Playa Magagna,26077010,0,1.700,0,0,0,0,0,3,1.703
Chubut,Río Senguer,Aldea Apeleg,26084010,0,0,0,0,0,1,0,1,2
Chubut,Río Senguer,Aldea Beleiro,26084020,0,0,0,0,0,2,0,0,2
Chubut,Río Senguer,Alto Río Senguer,26084030,0,0,1,0,0,2,0,1,4
Chubut,Río Senguer,Doctor Ricardo Rojas,26084040,0,0,0,0,0,1,0,0,1
Chubut,Río Senguer,Facundo,26084050,0,0,0,0,0,1,0,41,42
Chubut,Río Senguer,Lago Blanco,26084060,0,0,0,0,0,1,0,0,1
Chubut,Río Senguer,Río Mayo,26084070,0,0,0,4,0,2,0,180,186
Chubut,Sarmiento,Buen Pasto,26091010,0,0,0,0,0,1,0,0,1
Chubut,Sarmiento,Sarmiento,26091020,2.133,1,0,712,0,1,0,277,3.124
Chubut,Tehuelches,Gobernador Costa,26098020,0,0,1,0,0,0,0,0,1
Chubut,Tehuelches,José De San Martín,26098030,0,0,0,0,0,1,0,0,1
Chubut,Tehuelches,Río Pico,26098040,0,0,1,0,0,2,0,0,3
Chubut,Telsen,Gan Gan,26105010,0,0,0,0,1,1,0,11,13
Chubut,Telsen,Telsen,26105020,0,16,0,0,0,4,0,42,62
Córdoba,Calamuchita,Amboy,14007010,0,0,0,0,0,0,0,19,19
Córdoba,Calamuchita,Cañada Del Sauce,14007030,1,0,0,0,0,0,0,0,1
Córdoba,Calamuchita,Capilla Vieja,14007040,0,0,0,0,0,0,0,5,5
Córdoba,Calamuchita,El Corcovado - El Torreón,14007050,52,0,0,0,0,0,0,30,82
Córdoba,Calamuchita,Embalse,14007060,0,0,0,1.467,0,1,0,1.877,3.345
Córdoba,Calamuchita,La Cruz,14007070,13,0,0,0,0,0,0,362,375
Córdoba,Calamuchita,La Cumbrecita,14007080,0,0,0,0,0,0,0,250,250
Córdoba,Calamuchita,Las Bajadas,14007090,0,0,0,0,0,0,0,16,16
